ZipCode,City,MixedCity,StateCode,County,MixedCounty,Latitude,Longitude,avg_rent
10006,NEW YORK,New York,NY,NEW YORK,New York,40.707932,-74.013335,4706.0
10007,NEW YORK,New York,NY,NEW YORK,New York,40.714216,-74.00816800000003,6847.0
10023,NEW YORK,New York,NY,NEW YORK,New York,40.773726,-73.980067,4900.0
10024,NEW YORK,New York,NY,NEW YORK,New York,40.797364,-73.97785,4123.0
10025,NEW YORK,New York,NY,NEW YORK,New York,40.798345,-73.96315799999998,3540.0
10026,NEW YORK,New York,NY,NEW YORK,New York,40.80405,-73.952833,2813.0
10027,NEW YORK,New York,NY,NEW YORK,New York,40.812908,-73.953194,2689.0
10028,NEW YORK,New York,NY,NEW YORK,New York,40.776127,-73.952597,3037.0
10029,NEW YORK,New York,NY,NEW YORK,New York,40.791708,-73.94331899999997,3007.0
10030,NEW YORK,New York,NY,NEW YORK,New York,40.818433,-73.942274,2283.0
10031,NEW YORK,New York,NY,NEW YORK,New York,40.826904,-73.94959300000002,2398.0
10036,NEW YORK,New York,NY,NEW YORK,New York,40.759477000000004,-73.989871,3799.0
10037,NEW YORK,New York,NY,NEW YORK,New York,40.813732,-73.938243,2168.0
10038,NEW YORK,New York,NY,NEW YORK,New York,40.708785999999996,-74.00321600000002,4346.0
10039,NEW YORK,New York,NY,NEW YORK,New York,40.82799,-73.938908,2130.0
10040,NEW YORK,New York,NY,NEW YORK,New York,40.85694,-73.92849100000002,2035.0
10065,NEW YORK,New York,NY,NEW YORK,New York,40.764253000000004,-73.962466,4431.0
10075,NEW YORK,New York,NY,NEW YORK,New York,40.77355,-73.955621,3300.0
10032,NEW YORK,New York,NY,NEW YORK,New York,40.83479000000001,-73.949315,2100.0
10033,NEW YORK,New York,NY,NEW YORK,New York,40.858549,-73.93955,2240.0
10034,NEW YORK,New York,NY,NEW YORK,New York,40.870284999999996,-73.924245,2198.0
10035,NEW YORK,New York,NY,NEW YORK,New York,40.795273,-73.93010699999998,2504.0
10128,NEW YORK,New York,NY,NEW YORK,New York,40.78154,-73.948758,3198.0
10282,NEW YORK,New York,NY,NEW YORK,New York,40.716626,-74.014494,6545.0
10314,STATEN ISLAND,Staten Island,NY,RICHMOND,Richmond,40.596148,-74.161613,1725.0
10452,BRONX,Bronx,NY,BRONX,Bronx,40.837314,-73.922428,1898.0
10453,BRONX,Bronx,NY,BRONX,Bronx,40.853612,-73.913576,1825.0
10301,STATEN ISLAND,Staten Island,NY,RICHMOND,Richmond,40.624728999999995,-74.094544,1825.0
10455,BRONX,Bronx,NY,BRONX,Bronx,40.813229,-73.905183,1858.0
10456,BRONX,Bronx,NY,BRONX,Bronx,40.82933,-73.90813399999998,1733.0
10457,BRONX,Bronx,NY,BRONX,Bronx,40.846410999999996,-73.89844599999998,1775.0
10458,BRONX,Bronx,NY,BRONX,Bronx,40.864942,-73.884878,1767.0
10460,BRONX,Bronx,NY,BRONX,Bronx,40.843824,-73.87934200000002,1717.0
10461,BRONX,Bronx,NY,BRONX,Bronx,40.845485,-73.843579,1883.0
10469,BRONX,Bronx,NY,BRONX,Bronx,40.86995,-73.84411800000002,1933.0
10472,BRONX,Bronx,NY,BRONX,Bronx,40.829982,-73.86599,1758.0
10473,BRONX,Bronx,NY,BRONX,Bronx,40.816461,-73.862173,1858.0
10522,DOBBS FERRY,Dobbs Ferry,NY,WESTCHESTER,Westchester,41.011615,-73.86929,2549.0
10528,HARRISON,Harrison,NY,WESTCHESTER,Westchester,40.979411999999996,-73.720708,2283.0
10601,WHITE PLAINS,White Plains,NY,WESTCHESTER,Westchester,41.031532,-73.764403,3113.0
10462,BRONX,Bronx,NY,BRONX,Bronx,40.842679,-73.855548,1848.0
10463,BRONX,Bronx,NY,BRONX,Bronx,40.879335,-73.910328,2383.0
10465,BRONX,Bronx,NY,BRONX,Bronx,40.832653,-73.81626700000002,1900.0
10466,BRONX,Bronx,NY,BRONX,Bronx,40.891958,-73.84496899999998,1800.0
10467,BRONX,Bronx,NY,BRONX,Bronx,40.87665300000001,-73.87150799999998,1792.0
10468,BRONX,Bronx,NY,BRONX,Bronx,40.869982,-73.90070899999998,1800.0
